SalePrice,DatasetSource,PriceUnit,PriceSegment
155000.0,ames_housing,USD,standard
159000.0,ames_housing,USD,standard
191000.0,ames_housing,USD,premium
200500.0,ames_housing,USD,premium
150000.0,ames_housing,USD,standard
161750.0,ames_housing,USD,premium
128200.0,ames_housing,USD,budget
127000.0,ames_housing,USD,budget
318000.0,ames_housing,USD,luxury
272000.0,ames_housing,USD,luxury
237000.0,ames_housing,USD,luxury
240000.0,ames_housing,USD,luxury
224900.0,ames_housing,USD,luxury
143750.0,ames_housing,USD,standard
143000.0,ames_housing,USD,standard
232000.0,ames_housing,USD,luxury
213000.0,ames_housing,USD,premium
185500.0,ames_housing,USD,premium
84900.0,ames_housing,USD,budget
155891.0,ames_housing,USD,standard
100000.0,ames_housing,USD,budget
144000.0,ames_housing,USD,standard
64000.0,ames_housing,USD,budget
125200.0,ames_housing,USD,budget
107000.0,ames_housing,USD,budget
90000.0,ames_housing,USD,budget
140000.0,ames_housing,USD,standard
113000.0,ames_housing,USD,budget
80000.0,ames_housing,USD,budget
144500.0,ames_housing,USD,standard
104000.0,ames_housing,USD,budget
128000.0,ames_housing,USD,budget
58500.0,ames_housing,USD,budget
127000.0,ames_housing,USD,budget
126000.0,ames_housing,USD,budget
160000.0,ames_housing,USD,standard
100000.0,ames_housing,USD,budget
169000.0,ames_housing,USD,premium
257500.0,ames_housing,USD,luxury
215000.0,ames_housing,USD,luxury
266500.0,ames_housing,USD,luxury
335000.0,ames_housing,USD,luxury
203135.0,ames_housing,USD,premium
185000.0,ames_housing,USD,premium
162500.0,ames_housing,USD,premium
289000.0,ames_housing,USD,luxury
125500.0,ames_housing,USD,budget
82000.0,ames_housing,USD,budget
110000.0,ames_housing,USD,budget
68400.0,ames_housing,USD,budget
102776.0,ames_housing,USD,budget
55993.0,ames_housing,USD,budget
50138.0,ames_housing,USD,budget
246000.0,ames_housing,USD,luxury
254900.0,ames_housing,USD,luxury
190000.0,ames_housing,USD,premium
201000.0,ames_housing,USD,premium
169900.0,ames_housing,USD,premium
170000.0,ames_housing,USD,premium
160000.0,ames_housing,USD,standard
220000.0,ames_housing,USD,luxury
179781.0,ames_housing,USD,premium
174000.0,ames_housing,USD,premium
269500.0,ames_housing,USD,luxury
214900.0,ames_housing,USD,luxury
202900.0,ames_housing,USD,premium
378500.0,ames_housing,USD,luxury
169000.0,ames_housing,USD,premium
173500.0,ames_housing,USD,premium
139000.0,ames_housing,USD,standard
166500.0,ames_housing,USD,premium
83500.0,ames_housing,USD,budget
119500.0,ames_housing,USD,budget
85000.0,ames_housing,USD,budget
76000.0,ames_housing,USD,budget
75500.0,ames_housing,USD,budget
88250.0,ames_housing,USD,budget
85500.0,ames_housing,USD,budget
130000.0,ames_housing,USD,standard
157900.0,ames_housing,USD,standard
149900.0,ames_housing,USD,standard
159000.0,ames_housing,USD,standard
136000.0,ames_housing,USD,standard
161000.0,ames_housing,USD,premium
285000.0,ames_housing,USD,luxury
231000.0,ames_housing,USD,luxury
124500.0,ames_housing,USD,budget
157000.0,ames_housing,USD,standard
345000.0,ames_housing,USD,luxury
189500.0,ames_housing,USD,premium
270000.0,ames_housing,USD,luxury
189000.0,ames_housing,USD,premium
377500.0,ames_housing,USD,luxury
168500.0,ames_housing,USD,premium
375000.0,ames_housing,USD,luxury
278000.0,ames_housing,USD,luxury
240000.0,ames_housing,USD,luxury
239500.0,ames_housing,USD,luxury
177500.0,ames_housing,USD,premium
185000.0,ames_housing,USD,premium
191000.0,ames_housing,USD,premium
178000.0,ames_housing,USD,premium
185000.0,ames_housing,USD,premium
181316.0,ames_housing,USD,premium
166000.0,ames_housing,USD,premium
178000.0,ames_housing,USD,premium
174000.0,ames_housing,USD,premium
173000.0,ames_housing,USD,premium
225000.0,ames_housing,USD,luxury
180500.0,ames_housing,USD,premium
187500.0,ames_housing,USD,premium
501837.0,ames_housing,USD,luxury
372500.0,ames_housing,USD,luxury
260000.0,ames_housing,USD,luxury
185000.0,ames_housing,USD,premium
260000.0,ames_housing,USD,luxury
181000.0,ames_housing,USD,premium
82500.0,ames_housing,USD,budget
215000.0,ames_housing,USD,luxury
154000.0,ames_housing,USD,standard
200000.0,ames_housing,USD,premium
249000.0,ames_housing,USD,luxury
187500.0,ames_housing,USD,premium
184000.0,ames_housing,USD,premium
278000.0,ames_housing,USD,luxury
157000.0,ames_housing,USD,standard
152000.0,ames_housing,USD,standard
197500.0,ames_housing,USD,premium
240900.0,ames_housing,USD,luxury
263435.0,ames_housing,USD,luxury
220000.0,ames_housing,USD,luxury
235000.0,ames_housing,USD,luxury
213000.0,ames_housing,USD,premium
167900.0,ames_housing,USD,premium
158000.0,ames_housing,USD,standard
165000.0,ames_housing,USD,premium
158000.0,ames_housing,USD,standard
136000.0,ames_housing,USD,standard
148500.0,ames_housing,USD,standard
156000.0,ames_housing,USD,standard
128000.0,ames_housing,USD,budget
143000.0,ames_housing,USD,standard
76500.0,ames_housing,USD,budget
120500.0,ames_housing,USD,budget
124500.0,ames_housing,USD,budget
97000.0,ames_housing,USD,budget
130000.0,ames_housing,USD,standard
111000.0,ames_housing,USD,budget
125000.0,ames_housing,USD,budget
112000.0,ames_housing,USD,budget
97000.0,ames_housing,USD,budget
118000.0,ames_housing,USD,budget
119500.0,ames_housing,USD,budget
143750.0,ames_housing,USD,standard
146000.0,ames_housing,USD,standard
148500.0,ames_housing,USD,standard
123000.0,ames_housing,USD,budget
147000.0,ames_housing,USD,standard
137900.0,ames_housing,USD,standard
147000.0,ames_housing,USD,standard
148500.0,ames_housing,USD,standard
138000.0,ames_housing,USD,standard
128500.0,ames_housing,USD,budget
100000.0,ames_housing,USD,budget
148800.0,ames_housing,USD,standard
337500.0,ames_housing,USD,luxury
462000.0,ames_housing,USD,luxury
485000.0,ames_housing,USD,luxury
555000.0,ames_housing,USD,luxury
325000.0,ames_housing,USD,luxury
256300.0,ames_housing,USD,luxury
253293.0,ames_housing,USD,luxury
398800.0,ames_housing,USD,luxury
335000.0,ames_housing,USD,luxury
404000.0,ames_housing,USD,luxury
402861.0,ames_housing,USD,luxury
451950.0,ames_housing,USD,luxury
610000.0,ames_housing,USD,luxury
582933.0,ames_housing,USD,luxury
360000.0,ames_housing,USD,luxury
296000.0,ames_housing,USD,luxury
409900.0,ames_housing,USD,luxury
255500.0,ames_housing,USD,luxury
335000.0,ames_housing,USD,luxury
274900.0,ames_housing,USD,luxury
300000.0,ames_housing,USD,luxury
324000.0,ames_housing,USD,luxury
350000.0,ames_housing,USD,luxury
280000.0,ames_housing,USD,luxury
284000.0,ames_housing,USD,luxury
269500.0,ames_housing,USD,luxury
233170.0,ames_housing,USD,luxury
386250.0,ames_housing,USD,luxury
445000.0,ames_housing,USD,luxury
290000.0,ames_housing,USD,luxury
255900.0,ames_housing,USD,luxury
213000.0,ames_housing,USD,premium
196000.0,ames_housing,USD,premium
184500.0,ames_housing,USD,premium
212500.0,ames_housing,USD,premium
230000.0,ames_housing,USD,luxury
552000.0,ames_housing,USD,luxury
382500.0,ames_housing,USD,luxury
320000.0,ames_housing,USD,luxury
248500.0,ames_housing,USD,luxury
286500.0,ames_housing,USD,luxury
254000.0,ames_housing,USD,luxury
173000.0,ames_housing,USD,premium
173000.0,ames_housing,USD,premium
184000.0,ames_housing,USD,premium
167800.0,ames_housing,USD,premium
174000.0,ames_housing,USD,premium
174000.0,ames_housing,USD,premium
174000.0,ames_housing,USD,premium
175900.0,ames_housing,USD,premium
192500.0,ames_housing,USD,premium
181000.0,ames_housing,USD,premium
180000.0,ames_housing,USD,premium
160200.0,ames_housing,USD,premium
188500.0,ames_housing,USD,premium
200000.0,ames_housing,USD,premium
170000.0,ames_housing,USD,premium
189500.0,ames_housing,USD,premium
184100.0,ames_housing,USD,premium
195500.0,ames_housing,USD,premium
192000.0,ames_housing,USD,premium
178000.0,ames_housing,USD,premium
207500.0,ames_housing,USD,premium
236000.0,ames_housing,USD,luxury
257500.0,ames_housing,USD,luxury
244000.0,ames_housing,USD,luxury
167000.0,ames_housing,USD,premium
179000.0,ames_housing,USD,premium
190000.0,ames_housing,USD,premium
156000.0,ames_housing,USD,standard
245000.0,ames_housing,USD,luxury
181000.0,ames_housing,USD,premium
214000.0,ames_housing,USD,luxury
168000.0,ames_housing,USD,premium
337000.0,ames_housing,USD,luxury
403000.0,ames_housing,USD,luxury
327000.0,ames_housing,USD,luxury
340000.0,ames_housing,USD,luxury
336000.0,ames_housing,USD,luxury
265000.0,ames_housing,USD,luxury
315000.0,ames_housing,USD,luxury
260000.0,ames_housing,USD,luxury
260000.0,ames_housing,USD,luxury
263550.0,ames_housing,USD,luxury
402000.0,ames_housing,USD,luxury
248000.0,ames_housing,USD,luxury
244600.0,ames_housing,USD,luxury
275000.0,ames_housing,USD,luxury
257500.0,ames_housing,USD,luxury
287090.0,ames_housing,USD,luxury
275500.0,ames_housing,USD,luxury
245000.0,ames_housing,USD,luxury
253000.0,ames_housing,USD,luxury
468000.0,ames_housing,USD,luxury
252678.0,ames_housing,USD,luxury
210000.0,ames_housing,USD,premium
208300.0,ames_housing,USD,premium
225000.0,ames_housing,USD,luxury
229456.0,ames_housing,USD,luxury
229800.0,ames_housing,USD,luxury
250000.0,ames_housing,USD,luxury
370878.0,ames_housing,USD,luxury
238500.0,ames_housing,USD,luxury
310000.0,ames_housing,USD,luxury
270000.0,ames_housing,USD,luxury
252000.0,ames_housing,USD,luxury
241000.0,ames_housing,USD,luxury
264500.0,ames_housing,USD,luxury
291000.0,ames_housing,USD,luxury
263000.0,ames_housing,USD,luxury
185000.0,ames_housing,USD,premium
234500.0,ames_housing,USD,luxury
209000.0,ames_housing,USD,premium
159000.0,ames_housing,USD,standard
152000.0,ames_housing,USD,standard
143500.0,ames_housing,USD,standard
193000.0,ames_housing,USD,premium
203000.0,ames_housing,USD,premium
184900.0,ames_housing,USD,premium
159000.0,ames_housing,USD,standard
142000.0,ames_housing,USD,standard
153000.0,ames_housing,USD,standard
224243.0,ames_housing,USD,luxury
220000.0,ames_housing,USD,luxury
257000.0,ames_housing,USD,luxury
189000.0,ames_housing,USD,premium
171500.0,ames_housing,USD,premium
120000.0,ames_housing,USD,budget
145000.0,ames_housing,USD,standard
184000.0,ames_housing,USD,premium
162000.0,ames_housing,USD,premium
160000.0,ames_housing,USD,standard
82000.0,ames_housing,USD,budget
76000.0,ames_housing,USD,budget
110000.0,ames_housing,USD,budget
135000.0,ames_housing,USD,standard
141000.0,ames_housing,USD,standard
122000.0,ames_housing,USD,budget
124100.0,ames_housing,USD,budget
129000.0,ames_housing,USD,budget
131400.0,ames_housing,USD,standard
62383.0,ames_housing,USD,budget
123000.0,ames_housing,USD,budget
275000.0,ames_housing,USD,luxury
235000.0,ames_housing,USD,luxury
280750.0,ames_housing,USD,luxury
164500.0,ames_housing,USD,premium
173733.0,ames_housing,USD,premium
222000.0,ames_housing,USD,luxury
195000.0,ames_housing,USD,premium
172500.0,ames_housing,USD,premium
180000.0,ames_housing,USD,premium
156000.0,ames_housing,USD,standard
172500.0,ames_housing,USD,premium
318750.0,ames_housing,USD,luxury
211500.0,ames_housing,USD,premium
241600.0,ames_housing,USD,luxury
180500.0,ames_housing,USD,premium
150000.0,ames_housing,USD,standard
154000.0,ames_housing,USD,standard
185000.0,ames_housing,USD,premium
185750.0,ames_housing,USD,premium
200000.0,ames_housing,USD,premium
206000.0,ames_housing,USD,premium
162000.0,ames_housing,USD,premium
256900.0,ames_housing,USD,luxury
197900.0,ames_housing,USD,premium
163000.0,ames_housing,USD,premium
113000.0,ames_housing,USD,budget
230000.0,ames_housing,USD,luxury
167900.0,ames_housing,USD,premium
213250.0,ames_housing,USD,premium
227000.0,ames_housing,USD,luxury
130000.0,ames_housing,USD,standard
143000.0,ames_housing,USD,standard
117500.0,ames_housing,USD,budget
168500.0,ames_housing,USD,premium
172500.0,ames_housing,USD,premium
161500.0,ames_housing,USD,premium
141500.0,ames_housing,USD,standard
118000.0,ames_housing,USD,budget
127500.0,ames_housing,USD,budget
140000.0,ames_housing,USD,standard
177625.0,ames_housing,USD,premium
110000.0,ames_housing,USD,budget
167000.0,ames_housing,USD,premium
153000.0,ames_housing,USD,standard
145100.0,ames_housing,USD,standard
154000.0,ames_housing,USD,standard
177500.0,ames_housing,USD,premium
158000.0,ames_housing,USD,standard
124500.0,ames_housing,USD,budget
174500.0,ames_housing,USD,premium
122000.0,ames_housing,USD,budget
82500.0,ames_housing,USD,budget
110000.0,ames_housing,USD,budget
149500.0,ames_housing,USD,standard
175000.0,ames_housing,USD,premium
167000.0,ames_housing,USD,premium
128900.0,ames_housing,USD,budget
140000.0,ames_housing,USD,standard
147000.0,ames_housing,USD,standard
124000.0,ames_housing,USD,budget
187500.0,ames_housing,USD,premium
159000.0,ames_housing,USD,standard
256000.0,ames_housing,USD,luxury
205000.0,ames_housing,USD,premium
193500.0,ames_housing,USD,premium
110000.0,ames_housing,USD,budget
104900.0,ames_housing,USD,budget
150000.0,ames_housing,USD,standard
156500.0,ames_housing,USD,standard
176000.0,ames_housing,USD,premium
149500.0,ames_housing,USD,standard
139000.0,ames_housing,USD,standard
155000.0,ames_housing,USD,standard
120000.0,ames_housing,USD,budget
153000.0,ames_housing,USD,standard
144000.0,ames_housing,USD,standard
176000.0,ames_housing,USD,premium
153000.0,ames_housing,USD,standard
135000.0,ames_housing,USD,standard
131000.0,ames_housing,USD,standard
123000.0,ames_housing,USD,budget
126000.0,ames_housing,USD,budget
115000.0,ames_housing,USD,budget
164900.0,ames_housing,USD,premium
113000.0,ames_housing,USD,budget
145500.0,ames_housing,USD,standard
102900.0,ames_housing,USD,budget
95000.0,ames_housing,USD,budget
152500.0,ames_housing,USD,standard
129900.0,ames_housing,USD,standard
132000.0,ames_housing,USD,standard
99900.0,ames_housing,USD,budget
135000.0,ames_housing,USD,standard
149000.0,ames_housing,USD,standard
114000.0,ames_housing,USD,budget
109500.0,ames_housing,USD,budget
125000.0,ames_housing,USD,budget
142900.0,ames_housing,USD,standard
156500.0,ames_housing,USD,standard
59000.0,ames_housing,USD,budget
105000.0,ames_housing,USD,budget
106000.0,ames_housing,USD,budget
78500.0,ames_housing,USD,budget
190000.0,ames_housing,USD,premium
154000.0,ames_housing,USD,standard
163000.0,ames_housing,USD,premium
200000.0,ames_housing,USD,premium
143500.0,ames_housing,USD,standard
135000.0,ames_housing,USD,standard
153000.0,ames_housing,USD,standard
157500.0,ames_housing,USD,standard
113500.0,ames_housing,USD,budget
133000.0,ames_housing,USD,standard
92900.0,ames_housing,USD,budget
128500.0,ames_housing,USD,budget
90000.0,ames_housing,USD,budget
138000.0,ames_housing,USD,standard
128000.0,ames_housing,USD,budget
139000.0,ames_housing,USD,standard
118900.0,ames_housing,USD,budget
138000.0,ames_housing,USD,standard
132500.0,ames_housing,USD,standard
133500.0,ames_housing,USD,standard
135000.0,ames_housing,USD,standard
144750.0,ames_housing,USD,standard
145000.0,ames_housing,USD,standard
127000.0,ames_housing,USD,budget
109500.0,ames_housing,USD,budget
115000.0,ames_housing,USD,budget
110000.0,ames_housing,USD,budget
128900.0,ames_housing,USD,budget
103500.0,ames_housing,USD,budget
66500.0,ames_housing,USD,budget
130000.0,ames_housing,USD,standard
129000.0,ames_housing,USD,budget
150000.0,ames_housing,USD,standard
107500.0,ames_housing,USD,budget
94550.0,ames_housing,USD,budget
124500.0,ames_housing,USD,budget
135000.0,ames_housing,USD,standard
103000.0,ames_housing,USD,budget
93000.0,ames_housing,USD,budget
129500.0,ames_housing,USD,budget
93000.0,ames_housing,USD,budget
80000.0,ames_housing,USD,budget
45000.0,ames_housing,USD,budget
37900.0,ames_housing,USD,budget
91300.0,ames_housing,USD,budget
99500.0,ames_housing,USD,budget
113000.0,ames_housing,USD,budget
87500.0,ames_housing,USD,budget
110000.0,ames_housing,USD,budget
106000.0,ames_housing,USD,budget
265979.0,ames_housing,USD,luxury
160000.0,ames_housing,USD,standard
119000.0,ames_housing,USD,budget
168000.0,ames_housing,USD,premium
58500.0,ames_housing,USD,budget
143000.0,ames_housing,USD,standard
85000.0,ames_housing,USD,budget
124900.0,ames_housing,USD,budget
119000.0,ames_housing,USD,budget
146500.0,ames_housing,USD,standard
34900.0,ames_housing,USD,budget
44000.0,ames_housing,USD,budget
223500.0,ames_housing,USD,luxury
149000.0,ames_housing,USD,standard
205000.0,ames_housing,USD,premium
137000.0,ames_housing,USD,standard
121000.0,ames_housing,USD,budget
128000.0,ames_housing,USD,budget
134900.0,ames_housing,USD,standard
117000.0,ames_housing,USD,budget
132500.0,ames_housing,USD,standard
93000.0,ames_housing,USD,budget
119000.0,ames_housing,USD,budget
100000.0,ames_housing,USD,budget
141500.0,ames_housing,USD,standard
133000.0,ames_housing,USD,standard
60000.0,ames_housing,USD,budget
105000.0,ames_housing,USD,budget
115000.0,ames_housing,USD,budget
150000.0,ames_housing,USD,standard
126500.0,ames_housing,USD,budget
214500.0,ames_housing,USD,luxury
167500.0,ames_housing,USD,premium
155000.0,ames_housing,USD,standard
155000.0,ames_housing,USD,standard
179900.0,ames_housing,USD,premium
104000.0,ames_housing,USD,budget
62500.0,ames_housing,USD,budget
149000.0,ames_housing,USD,standard
103000.0,ames_housing,USD,budget
123000.0,ames_housing,USD,budget
97500.0,ames_housing,USD,budget
135000.0,ames_housing,USD,standard
70000.0,ames_housing,USD,budget
116000.0,ames_housing,USD,budget
88750.0,ames_housing,USD,budget
179000.0,ames_housing,USD,premium
159900.0,ames_housing,USD,standard
61000.0,ames_housing,USD,budget
103600.0,ames_housing,USD,budget
63000.0,ames_housing,USD,budget
175000.0,ames_housing,USD,premium
139000.0,ames_housing,USD,standard
172500.0,ames_housing,USD,premium
113500.0,ames_housing,USD,budget
130000.0,ames_housing,USD,standard
149900.0,ames_housing,USD,standard
134900.0,ames_housing,USD,standard
137000.0,ames_housing,USD,standard
139000.0,ames_housing,USD,standard
165000.0,ames_housing,USD,premium
148000.0,ames_housing,USD,standard
165000.0,ames_housing,USD,premium
63900.0,ames_housing,USD,budget
161500.0,ames_housing,USD,premium
143000.0,ames_housing,USD,standard
135000.0,ames_housing,USD,standard
82500.0,ames_housing,USD,budget
190000.0,ames_housing,USD,premium
139600.0,ames_housing,USD,standard
122000.0,ames_housing,USD,budget
127500.0,ames_housing,USD,budget
121500.0,ames_housing,USD,budget
60000.0,ames_housing,USD,budget
154400.0,ames_housing,USD,standard
113000.0,ames_housing,USD,budget
125000.0,ames_housing,USD,budget
84000.0,ames_housing,USD,budget
139500.0,ames_housing,USD,standard
131000.0,ames_housing,USD,standard
105000.0,ames_housing,USD,budget
108000.0,ames_housing,USD,budget
162000.0,ames_housing,USD,premium
156500.0,ames_housing,USD,standard
316600.0,ames_housing,USD,luxury
271900.0,ames_housing,USD,luxury
213000.0,ames_housing,USD,premium
239900.0,ames_housing,USD,luxury
239500.0,ames_housing,USD,luxury
131000.0,ames_housing,USD,standard
118964.0,ames_housing,USD,budget
153337.0,ames_housing,USD,standard
147983.0,ames_housing,USD,standard
